text,span,label,ordinal
The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life,positive,0
"lightweight, long battery life, excellent transition from PC;",battery life,positive,0
The price is another driving influence that made me purchase this laptop.,price,positive,0
The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,negative,0
It is stamped and not in pieces therefore it is a stronger more resilient frame.,frame,positive,0
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,positive,0
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,use,positive,0
Came fully loaded - good.,loaded,positive,0
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7,neutral,0
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,neutral,0
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,negative,1
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",windows,neutral,0
"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Windows XP,conflict,0
"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista,neutral,0
"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",key broad,negative,0
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.",warranty,negative,0
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered.","repair ""depot""",negative,0
  But I needed a laptop for school use.,school use,neutral,0
This is the complete opposite to an ergonomic design.,design,negative,0
I would like at least a 4 hr. battery life.,battery life,neutral,0
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,negative,0
"Wireless has not been a issue for me, like some others have meantioned.",Wireless,positive,0
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery life,negative,0
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",programs,negative,0
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",trackpad,positive,0
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",programs,positive,0
"All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.",navigating,positive,0
I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,positive,0
I guess the only good thing that came out of these were the speakers and the subwoofer.,subwoofer,positive,0
Theres a built in camera with special effects- for video and photography.,built in camera,positive,0
All for such a great price.,price,positive,0
"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,neutral,0
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,left mouse key,negative,0
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,costed,neutral,0
It has good speed and plenty of hard drive space.,speed,positive,0
It has good speed and plenty of hard drive space.,hard drive space,positive,0
Clear picture on it and everything.,picture,positive,0
"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranty,neutral,0
"They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.",extended warranties,neutral,0
Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,positive,0
"Screen is awesome, battery life is good.",Screen,positive,0
"Screen is awesome, battery life is good.",battery life,positive,0
The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,positive,0
The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,negative,0
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics,negative,0
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,negative,0
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,negative,0
"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive,0
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,neutral,0
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,positive,0
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",look,positive,0
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",applications,positive,0
Excellent speed for processing data.,speed,positive,0
When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,negative,0
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,positive,0
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",use,positive,0
I was taught to use Photoshop and was amazed.,Photoshop,positive,0
Somehow the system clock got messed up after reboot.,system clock,negative,0
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,negative,0
With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,positive,0
"The driver updates don't fix the issue, very frustrating.",driver updates,negative,0
I will never go back to Windows!,Windows,negative,0
It doesnt work worth a damn.,work,negative,0
It works really well.,works,positive,0
"Bigger HD, better graphics card, and a bid HD.",HD,positive,0
"Bigger HD, better graphics card, and a bid HD.",HD,positive,1
"Bigger HD, better graphics card, and a bid HD.",graphics card,positive,0
The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,positive,0
"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,negative,0
The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,negative,0
It works fine with our wireless and they've had not problems.,works,positive,0
But you must get the 15 inch.,15 inch,positive,0
Product support very poor as each phone call costs me long distan,Product support,negative,0
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,positive,0
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",use,positive,0
  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,negative,0
It does not keep internet signals no matter where you bring it.,internet signals,negative,0
It's a great product for a great price!,price,positive,0
"Again, the same problem, the right speaker did not work.",right speaker,negative,0
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,price tag,conflict,0
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,positive,0
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,updates,positive,0
and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.,multiple page viewer,positive,0
This was the 3rd day and part still had not been shipped.,shipped,negative,0
Keyboard good sized and wasy to use.,Keyboard,positive,0
Keyboard good sized and wasy to use.,use,positive,0
HP said it was out of warranty.,warranty,neutral,0
"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative,0
wonderful features.,features,positive,0
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,negative,0
Im glad that it has such great features in it.,features,positive,0
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,programs,positive,0
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office,negative,0
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.,Office programs,neutral,0
Great wifi too.,wifi,positive,0
"WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.",TYPING,negative,0
"  Only a few days after I received the computer back, the screen froze again.",screen,negative,0
It is not ideal for children because of the temp.,temp,negative,0
Although i do believe that Windows operating system may be to fault for some of the problems.,Windows operating system,negative,0
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS,positive,0
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",processor speed,positive,0
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",thunderbolt port,positive,0
  The lcd screen stopped working on mine after 10 months.,lcd screen,negative,0
Images are crisp and clean.,Images,positive,0
although its windows vista compared to windows xp sucks.,windows vista,negative,0
although its windows vista compared to windows xp sucks.,windows xp,positive,0
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista,negative,0
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Adobe Flash player,negative,0
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Internet Explore,negative,0
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Windows update,negative,0
"  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",update,negative,2
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,0
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,1
"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive,0
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive,negative,0
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,touch control buttons,negative,0
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,keyboard,negative,0
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iPhoto,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iMovie,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iWeb,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iTunes,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",GarageBand,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",runs,positive,0
At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,system board,negative,0
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,neutral,0
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,neutral,0
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",hardware,neutral,0
"It has plenty of memory, lots of hard drive, and great graphics.",memory,positive,0
"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,positive,0
"It has plenty of memory, lots of hard drive, and great graphics.",graphics,positive,0
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,positive,0
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,navigation,positive,0
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge,negative,0
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",LCD,neutral,0
My problem was with DELL Customer Service.,DELL Customer Service,negative,0
"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service,positive,0
Design: very durable.,Design,positive,0
It is easy to go from one keyboard to another.,keyboard,neutral,0
Has a 5-6 hour battery life.,battery life,neutral,0
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution,negative,0
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,negative,1
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",applications,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Dreamweaver,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Final Cut Pro 7,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Photoshop,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Firefox,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",MSN Messenger,neutral,0
"  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,negative,0
Ive had to call tech support many times.,tech support,neutral,0
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",Apple applications,positive,0
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iPhoto,positive,0
Not to mention it has shit gigs.,gigs,negative,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,neutral,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,neutral,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",DVD,positive,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",CD burners,positive,0
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,positive,0
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,positive,0
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,positive,0
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,positive,0
"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,positive,0
"Despite the inconvenient weight, I opted for the 12 cell battery.",weight,conflict,0
"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,positive,0
The case is carved out of a single block of aluminum.,case,neutral,0
     First it burned or fused the power adapter plug.,power adapter plug,negative,0
"the features are great, the only thing it needs is better speakers.",features,positive,0
"the features are great, the only thing it needs is better speakers.",speakers,negative,0
"It was still working, but there was nothing on the screen.",screen,negative,0
I bought this laptop and found its TAB is not functioning.,TAB,negative,0
  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,negative,0
"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,negative,0
"Navigation through the computer is far superior compared to Windows operating systems, as well.",Navigation,positive,0
"Navigation through the computer is far superior compared to Windows operating systems, as well.",Windows operating systems,negative,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,negative,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,negative,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,negative,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",music software,negative,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,positive,1
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",picture,negative,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",video,negative,0
The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,negative,0
"The Unibody construction is solid, sleek and beautiful.",Unibody construction,positive,0
This MacBook is an outstanding product with great value.,value,positive,0
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows,negative,0
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,negative,0
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,BATTERY,negative,0
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,STORAGE LIFE,conflict,0
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,SERVICE,negative,0
and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,positive,0
and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,neutral,0
"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,negative,0
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,neutral,0
"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs,negative,0
I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS,CHARGE TIME,negative,0
"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size,negative,0
"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",consistancy,negative,0
"the key bindings take a little getting used to, but have loved the Macbook Pro.",key bindings,negative,0
Keyboard is reasonable size.,Keyboard,positive,0
Keyboard is reasonable size.,size,positive,0
I find myself using the 10-key more than I thought I would.,10-key,positive,0
Fan noise: The fan made a constant hissing noise in the background.,Fan,negative,0
Fan noise: The fan made a constant hissing noise in the background.,fan,negative,0
"The screen is bright and clear, the operating system is solid and friendly to a novice.",screen,positive,0
"The screen is bright and clear, the operating system is solid and friendly to a novice.",operating system,positive,0
It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,positive,0
It has a .1 ghz faster processor and a stock 500gb hard drive.,500gb hard drive,positive,0
The feature are good enough for what I need.,feature,positive,0
"Finally, the biggest problem has been tech support.",tech support,negative,0
""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",USB output,negative,0
With Windows laptops a wireless mouse is an absolute must.,wireless mouse,neutral,0
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",size,positive,0
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",screen,positive,0
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Windows,neutral,0
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.",Linux,neutral,0
But if you're willing to pay another 200 dollar for a windows disc.,windows disc,neutral,0
Very good quality and well made.,quality,positive,0
"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad,positive,0
my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.,video card,neutral,0
It had the full sized touch pad with 2 buttons instead of just one.,touch pad,neutral,0
"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,neutral,0
It was super easy to set up and Is really easy to get used to.,set up,positive,0
"The only thing that can be updated is the video, other than that you're all set.",video,negative,0
Its a good laptop for its value.,value,positive,0
Then the hard drive failed;,hard drive,negative,0
"Plain and simple, it(laptop) runs great and loads fast.",runs,positive,0
"Plain and simple, it(laptop) runs great and loads fast.",loads,positive,0
of course my warranty runs out next month.,warranty,neutral,0
The capabilities using that program alone made me want a Mac.,program,positive,0
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,neutral,0
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,negative,0
"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,positive,0
This is a great value for the money.,value,positive,0
"It was a great laptop, ran great and was really fast.",ran,positive,0
The battery has never worked well.,battery,negative,0
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,negative,0
The only problem is a lack of screen resolutions!,screen resolutions,negative,0
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,positive,0
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,negative,0
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,edges,negative,0
"It has many great programs, such as ILife, iPhotos and others.",programs,positive,0
"It has many great programs, such as ILife, iPhotos and others.",ILife,positive,0
"It has many great programs, such as ILife, iPhotos and others.",iPhotos,positive,0
"The processor went on me, the fan went and the motherboard went.",processor,negative,0
"The processor went on me, the fan went and the motherboard went.",fan,negative,0
"The processor went on me, the fan went and the motherboard went.",motherboard,negative,0
It is very well built.,built,positive,0
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive,0
The screen resolution was exactly what I was looking for.,screen resolution,positive,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Snow Leopard,positive,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,negative,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Office Mac applications,negative,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,negative,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Excel,negative,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",spinning wheel,negative,0
There is no number pad to the right of the keyboard which is a bummer.,pad,negative,0
There is no number pad to the right of the keyboard which is a bummer.,keyboard,negative,0
After 20-30 min the screen of the notebook switched off.,screen,negative,0
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,positive,0
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,positive,0
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iLife,positive,0
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iWork,positive,0
"It is a big big, but since it has a 18.4"" screen what would you expect!","18.4"" screen",conflict,0
10 hours of battery life is really something else....,battery life,positive,0
Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,positive,0
Runs fast and the regular layout keyboard is so much better.,Runs,positive,0
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,positive,0
I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive,0
I reinstalled windows through the recovery discs and everything seemed good again.,recovery discs,positive,0
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",Windows 7 Starter,positive,0
Support has been lackluster and now I just want a refund.,Support,negative,0
"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",3 year warranty,negative,0
"First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.",online chat service,negative,0
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive,0
I love to write and play with graphics and html programming and my new Toshiba works great on both!,works,positive,0
My laptop now has no battery.,battery,negative,0
"Beta had better quality, but VHS became the industry standard.",quality,conflict,0
"Beta had better quality, but VHS became the industry standard.",VHS,conflict,0
It made the computer much easier to use and navigate.,use,positive,0
It made the computer much easier to use and navigate.,navigate,positive,0
":-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.",battery life,negative,0
"Needs longer lasting battery, More than 1 to 2 Hrs.",battery,negative,0
in May I started having problems with the USB ports not working.,USB ports,negative,0
10 plus hours of battery...,battery,positive,0
"The design is awesome, quality is unprecedented.",design,positive,0
"The design is awesome, quality is unprecedented.",quality,positive,0
The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,Mac version of Microsoft Office,positive,0
"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time,positive,0
The Toshiba Net book operates very well.,operates,positive,0
"the touch pad is fine - again, it's a real touch pad.",touch pad,positive,0
"the touch pad is fine - again, it's a real touch pad.",touch pad,positive,1
The pictures are clear as can be.,pictures,positive,0
"It is also very lightweight, making transporting this computer very easy.",transporting,positive,0
It's wonderful for computer gaming.,gaming,positive,0
You have to toss out the wifi card and replace it just to have any sort of network capability.,network capability,negative,0
You have to toss out the wifi card and replace it just to have any sort of network capability.,wifi card,negative,0
"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,positive,0
it is very easy for anyone to use an apple and specially the mcbook pro notebook.,use,positive,0
"The flaws are, this computer is not for computer gamers because of the OS X.",OS X,negative,0
They really do have the worlds very worst repair service.,repair service,negative,0
They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents,negative,0
  I was also able to install and use my Photoshop and AfterEffects programs easily.,Photoshop,positive,0
  I was also able to install and use my Photoshop and AfterEffects programs easily.,AfterEffects programs,positive,0
It's perfect for everything and runs faster than an average pc!,runs,positive,0
 Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,negative,0
I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive,0
I'm already hooked on the sleek look and dependability that this laptop has shown.,dependability,positive,0
And having to deal with the company has been a even worse nightmare.,company,negative,0
  I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!,warranty,neutral,0
It has all the features that are necessary for college and if not they are able to be added onto the computer.,features,positive,0
"I've owned this labtop for less then two months, already the mouse button has broke.",mouse button,negative,0
