text,span,label,ordinal
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",memory,negative,0
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",speed,negative,0
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.",priced,negative,0
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,internet speed,positive,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",programs,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Garageband,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Photo Booth,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iPhoto,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",iMovie,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",video-editing,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",movie-making,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",photo management,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",music,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Pages,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Numbers,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",Keynote,neutral,0
"There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.",school or office use,neutral,0
The screen shows great colors.,screen,positive,0
The screen shows great colors.,colors,positive,0
"The 17 inch screen is very large, but the computer is very light.",17 inch screen,negative,0
"  My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,negative,0
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,neutral,0
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Drivers/Applications DVD,neutral,0
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Launch Manager,neutral,0
I also liked the glass screen.,glass screen,positive,0
The switchable graphic card is pretty sweet when you want gaming on the laptop.,switchable graphic card,positive,0
The switchable graphic card is pretty sweet when you want gaming on the laptop.,gaming,neutral,0
"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service,negative,0
"When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.",technical support,negative,0
I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.,BOOT MGR,neutral,0
The price and features more than met my needs.,price,positive,0
The price and features more than met my needs.,features,positive,0
the mouse buttons are hard to push.,mouse buttons,negative,0
All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality,positive,0
"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,negative,0
Games being the main issue.,Games,negative,0
and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.,price,negative,0
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",feature,positive,0
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",Windows,positive,0
"Even so, I like playing online games, so it was wonderful that there is a feature where I can dualboot Windows.",games,neutral,0
The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life,positive,0
The price is another driving influence that made me purchase this laptop.,price,positive,0
The Nortons virus scan is only for a very short time unlike others that usually are good for a year.,Nortons virus scan,negative,0
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,features,positive,0
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,use,positive,0
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Windows 7,neutral,0
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,neutral,0
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",Vista,negative,1
"I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.",windows,neutral,0
"The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.",key broad,negative,0
  But I needed a laptop for school use.,school use,neutral,0
This is the complete opposite to an ergonomic design.,design,negative,0
"Wireless has not been a issue for me, like some others have meantioned.",Wireless,positive,0
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",battery life,negative,0
"MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.",programs,negative,0
I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,positive,0
I guess the only good thing that came out of these were the speakers and the subwoofer.,subwoofer,positive,0
Theres a built in camera with special effects- for video and photography.,built in camera,positive,0
"  Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty,neutral,0
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,left mouse key,negative,0
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,costed,neutral,0
Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,battery,positive,0
"Screen is awesome, battery life is good.",Screen,positive,0
"Screen is awesome, battery life is good.",battery life,positive,0
The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.,appearance,positive,0
The technical service for dell is so 3rd world it might as well not even bother.,technical service for dell,negative,0
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,graphics,negative,0
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.,warranty,negative,0
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,negative,0
"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive,0
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",performance,neutral,0
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",price,positive,0
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",look,positive,0
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.",applications,positive,0
Excellent speed for processing data.,speed,positive,0
When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support,negative,0
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,positive,0
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",use,positive,0
Somehow the system clock got messed up after reboot.,system clock,negative,0
"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",RAM,negative,0
With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.,securitysoftware,positive,0
I will never go back to Windows!,Windows,negative,0
It doesnt work worth a damn.,work,negative,0
It works really well.,works,positive,0
"Bigger HD, better graphics card, and a bid HD.",HD,positive,0
"Bigger HD, better graphics card, and a bid HD.",HD,positive,1
"Bigger HD, better graphics card, and a bid HD.",graphics card,positive,0
The built in camera is very useful when chatting with other techs in remote buildings on our campus.,built in camera,positive,0
"Mine came at $1,700 w/o a DVD burner (!).",DVD burner,negative,0
It works fine with our wireless and they've had not problems.,works,positive,0
But you must get the 15 inch.,15 inch,positive,0
Product support very poor as each phone call costs me long distan,Product support,negative,0
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",screen,positive,0
"Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.",use,positive,0
  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.,casing of the power cord,negative,0
It's a great product for a great price!,price,positive,0
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,positive,0
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,updates,positive,0
Keyboard good sized and wasy to use.,Keyboard,positive,0
Keyboard good sized and wasy to use.,use,positive,0
HP said it was out of warranty.,warranty,neutral,0
"I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.",quality,negative,0
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.,recovery disk,negative,0
Great wifi too.,wifi,positive,0
Images are crisp and clean.,Images,positive,0
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,0
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,switch,negative,1
"One more tip, please purchase this model and get a 4GB stick of RAM to save you $10",4GB stick of RAM,positive,0
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,hardrive,negative,0
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,touch control buttons,negative,0
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,keyboard,negative,0
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iLife software,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iPhoto,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iMovie,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iWeb,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",iTunes,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",GarageBand,positive,0
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.",runs,positive,0
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",size,neutral,0
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",software,neutral,0
"  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.",hardware,neutral,0
"It has plenty of memory, lots of hard drive, and great graphics.",memory,positive,0
"It has plenty of memory, lots of hard drive, and great graphics.",hard drive,positive,0
"It has plenty of memory, lots of hard drive, and great graphics.",graphics,positive,0
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,positive,0
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,navigation,positive,0
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge,negative,0
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",LCD,neutral,0
My problem was with DELL Customer Service.,DELL Customer Service,negative,0
"Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.",RMA service,positive,0
Design: very durable.,Design,positive,0
It is easy to go from one keyboard to another.,keyboard,neutral,0
Has a 5-6 hour battery life.,battery life,neutral,0
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,screen/video resolution,negative,0
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,negative,1
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",applications,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Dreamweaver,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Final Cut Pro 7,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Photoshop,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Safari,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",Firefox,neutral,0
"I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.",MSN Messenger,neutral,0
Ive had to call tech support many times.,tech support,neutral,0
Not to mention it has shit gigs.,gigs,negative,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",memory,neutral,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",17-inch screen,neutral,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",DVD,positive,0
"I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.",CD burners,positive,0
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing,positive,0
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",uploading photos,positive,0
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",watching movies,positive,0
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",creating presentations,positive,0
"Quality Display  I love HP,, it's the only computer/printer we will buy.",Quality Display,positive,0
"Despite the inconvenient weight, I opted for the 12 cell battery.",12 cell battery,positive,0
The case is carved out of a single block of aluminum.,case,neutral,0
     First it burned or fused the power adapter plug.,power adapter plug,negative,0
"the features are great, the only thing it needs is better speakers.",features,positive,0
"the features are great, the only thing it needs is better speakers.",speakers,negative,0
I bought this laptop and found its TAB is not functioning.,TAB,negative,0
  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty,negative,0
"-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).",TFT panel,negative,0
"Navigation through the computer is far superior compared to Windows operating systems, as well.",Navigation,positive,0
"Navigation through the computer is far superior compared to Windows operating systems, as well.",Windows operating systems,negative,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen,negative,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",screen size,negative,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,negative,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",music software,negative,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software,positive,1
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",picture,negative,0
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",video,negative,0
The much lauded combined touch pad and clicker is a nightmare.,combined touch pad and clicker,negative,0
"The Unibody construction is solid, sleek and beautiful.",Unibody construction,positive,0
This MacBook is an outstanding product with great value.,value,positive,0
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows,negative,0
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,negative,0
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,BATTERY,negative,0
A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.,SERVICE,negative,0
and plenty of storage with 250 gb(though I will upgrade this and the ram..),storage,positive,0
and plenty of storage with 250 gb(though I will upgrade this and the ram..),ram,neutral,0
"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.",Nvidia chipset,negative,0
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,neutral,0
"the key bindings take a little getting used to, but have loved the Macbook Pro.",key bindings,negative,0
I find myself using the 10-key more than I thought I would.,10-key,positive,0
Fan noise: The fan made a constant hissing noise in the background.,Fan,negative,0
Fan noise: The fan made a constant hissing noise in the background.,fan,negative,0
"The screen is bright and clear, the operating system is solid and friendly to a novice.",screen,positive,0
"The screen is bright and clear, the operating system is solid and friendly to a novice.",operating system,positive,0
"Finally, the biggest problem has been tech support.",tech support,negative,0
""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.",USB output,negative,0
With Windows laptops a wireless mouse is an absolute must.,wireless mouse,neutral,0
But if you're willing to pay another 200 dollar for a windows disc.,windows disc,neutral,0
Very good quality and well made.,quality,positive,0
It had the full sized touch pad with 2 buttons instead of just one.,touch pad,neutral,0
"Typically, when I purchase a new laptop I always end up using an external mouse for convenience.",external mouse,neutral,0
"The only thing that can be updated is the video, other than that you're all set.",video,negative,0
Its a good laptop for its value.,value,positive,0
Then the hard drive failed;,hard drive,negative,0
"Plain and simple, it(laptop) runs great and loads fast.",runs,positive,0
"Plain and simple, it(laptop) runs great and loads fast.",loads,positive,0
of course my warranty runs out next month.,warranty,neutral,0
The capabilities using that program alone made me want a Mac.,program,positive,0
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",disk throughput,neutral,0
"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.",spinning beachball,negative,0
"I have found also, it is very easy to be able to access wireless internet access;",wireless internet access,positive,0
"It was a great laptop, ran great and was really fast.",ran,positive,0
The battery has never worked well.,battery,negative,0
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,company,negative,0
The only problem is a lack of screen resolutions!,screen resolutions,negative,0
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,positive,0
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,keyboard,negative,0
Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.,edges,negative,0
It is very well built.,built,positive,0
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,performance,positive,0
The screen resolution was exactly what I was looking for.,screen resolution,positive,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Snow Leopard,positive,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",CPU,negative,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Office Mac applications,negative,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,negative,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Excel,negative,0
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",spinning wheel,negative,0
There is no number pad to the right of the keyboard which is a bummer.,pad,negative,0
There is no number pad to the right of the keyboard which is a bummer.,keyboard,negative,0
After 20-30 min the screen of the notebook switched off.,screen,negative,0
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7,positive,0
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",programs,positive,0
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iLife,positive,0
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.",iWork,positive,0
10 hours of battery life is really something else....,battery life,positive,0
Runs fast and the regular layout keyboard is so much better.,regular layout keyboard,positive,0
Runs fast and the regular layout keyboard is so much better.,Runs,positive,0
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,positive,0
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto,positive,0
I love to write and play with graphics and html programming and my new Toshiba works great on both!,works,positive,0
It made the computer much easier to use and navigate.,use,positive,0
It made the computer much easier to use and navigate.,navigate,positive,0
in May I started having problems with the USB ports not working.,USB ports,negative,0
10 plus hours of battery...,battery,positive,0
The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.,Mac version of Microsoft Office,positive,0
"The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.",starting-up time,positive,0
The Toshiba Net book operates very well.,operates,positive,0
"the touch pad is fine - again, it's a real touch pad.",touch pad,positive,0
"the touch pad is fine - again, it's a real touch pad.",touch pad,positive,1
The pictures are clear as can be.,pictures,positive,0
It's wonderful for computer gaming.,gaming,positive,0
You have to toss out the wifi card and replace it just to have any sort of network capability.,network capability,negative,0
You have to toss out the wifi card and replace it just to have any sort of network capability.,wifi card,negative,0
"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,positive,0
"The flaws are, this computer is not for computer gamers because of the OS X.",OS X,negative,0
They really do have the worlds very worst repair service.,repair service,negative,0
They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.,customer service agents,negative,0
It's perfect for everything and runs faster than an average pc!,runs,positive,0
I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive,0
I'm already hooked on the sleek look and dependability that this laptop has shown.,dependability,positive,0
And having to deal with the company has been a even worse nightmare.,company,negative,0
  I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!,warranty,neutral,0
"I've owned this labtop for less then two months, already the mouse button has broke.",mouse button,negative,0
"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",touchpad,positive,0
"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",buttons,neutral,0
tons of bloatware and junk programs.,programs,negative,0
lots of extra space but the keyboard is ridiculously small.,space,positive,0
lots of extra space but the keyboard is ridiculously small.,keyboard,negative,0
It's so bad that I'm thinking I only got half a battery or something.,battery,negative,0
"Good keyboard, long battery life, largest hard drive and windows 7.",keyboard,positive,0
"Good keyboard, long battery life, largest hard drive and windows 7.",battery life,positive,0
"Good keyboard, long battery life, largest hard drive and windows 7.",hard drive,positive,0
"Good keyboard, long battery life, largest hard drive and windows 7.",windows 7,positive,0
"It pretty much does everything we could ever need, and looks great to boot.",boot,positive,0
"As a lifelong Windows user, I was extremely pleased to make the change to Mac.",Windows,negative,0
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",quality,negative,0
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",performance,negative,0
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.",battery life,positive,0
"I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.",use,positive,1
MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.,PRODUCT KEY,negative,0
It also does not have bluetooth.,bluetooth,negative,0
Sure it has the one touch keys but that was the best feature of the computer.,one touch keys,positive,0
The real stand out on this computer is the feel of the keyboard and it's speed.,keyboard,positive,0
The real stand out on this computer is the feel of the keyboard and it's speed.,speed,positive,0
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",specs,positive,0
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.",price,positive,0
Delivery was early too.,Delivery,positive,0
My main reason to convert was the imovie program.,imovie program,positive,0
It has a faster processor and more ram.,processor,positive,0
It has a faster processor and more ram.,ram,positive,0
"Laptops are usually used on the go, so why not give you a better battery?",battery,negative,0
Keyboard is great but primary and secondary control buttons could be more durable.,Keyboard,positive,0
Keyboard is great but primary and secondary control buttons could be more durable.,control buttons,negative,0
"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard,negative,0
"I got it back again and was told the motherboard had been replaced, so I was now on the SECOND motherboard within 3 months.",motherboard,negative,1
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,Processor,neutral,0
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,performance,neutral,0
"They say it could be the motherboard again, but Dell",motherboard,negative,0
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive,0
"Not only are the versions of these programs able to be saved, worked on and opened on both a PC and Mac, the versions of these programs on a Mac are graphically and functionally superior.",programs,positive,1
"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",speed,positive,0
Awesome laptop and the perfect size to carry around in college.,size,positive,0
"Some problems can be fixed if you purchase new software, but there is no guarentee.",software,negative,0
My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life,negative,0
The battery life is also relatively good.,battery life,positive,0
"  I definitely suggest getting an extended warranty, you will probably need it!",extended warranty,positive,0
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop up windows,positive,0
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",web programming software,positive,0
"I don't have stupid pop up windows (even when I have pop ups blocked), I don't have to wait 5 minutes for a webpage to download, and best of all I can run all the web programming software I need to use all at once without slowing me down.",pop ups,neutral,0
Memory is upgradable.,Memory,positive,0
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3G network,negative,0
"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",Web access,negative,0
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,screen,positive,0
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,design based programs,neutral,0
The large screen also helps when you are working in design based programs like Adobe Creative Suite.,Adobe Creative Suite,neutral,0
Moral of the story:-Do not buy anything from companies that do not respect their customers.,companies,negative,0
As well as having the plug in the computer come loose.,plug,negative,0
